Text,Cleaned_Text,Sentiment_Label,Sentiment_Score
"My first Bigelow tea was Plantation Mint. I absolutely love it and it was the tea that got the rest of my family drinking less soda and more tea. Green tea has many benefits, everybody pretty much knows this, but I always found them to be too bland, or grassy, or overflavored with other things - until I tried Bigelow's Green Tea with Lemon. It is perfect. Fresh, crisp, quenching. I prefer tea iced with a little splenda added, and this one and Plantation Mint are so delicious. I'm a convert. I can't imagine ever drinking another brand, and I've tried several.",first bigelow tea plantation mint absolutely love tea got rest family drinking less soda tea green tea many benefit everybody pretty much know always found bland grassy overflavored thing tried bigelow green tea lemon perfect fresh crisp quenching prefer tea iced little splenda added one plantation mint delicious convert imagine ever drinking another brand tried several,NEGATIVE,0.633013844
"My mom's friend gave this to me after I tried hers and loved it.  I absolutely love this coffee!  The flavor and roast are incredible!  I just can't say enough about how much I like it... I just hope I can get it year-round!  It is on the pricier side, but I like to save mine for a treat, and not for every day, just to make it last longer.  I love it with the coffee mate sugar free hazelnut creamer.",mom friend gave tried loved absolutely love coffee flavor roast incredible say enough much like hope get year round pricier side like save mine treat every day make last longer love coffee mate sugar free hazelnut creamer,POSITIVE,0.996807694
"My title says it all. Plus, the price per cup has not been equaled anywhere that I've checked.",title say plus price per cup equaled anywhere checked,NEGATIVE,0.870253563
"This is my new favorite herbal tea. It has awesome flavor. By adding a couple drops of stevia sweetener, this makes a great ""treat"" to sooth my sweet-tooth without negatively impacting a diet.",new favorite herbal tea awesome flavor adding couple drop stevia sweetener make great treat sooth sweet tooth without negatively impacting diet,POSITIVE,0.99915576
"Although this product arrived quickly and well-packaged, it was not the best tasting marzipan that I have ever had.  To be fair, however, it was not the worst I've had either.  My main complaint is that there was little almond flavor to the pieces, which is, of course, the reason you buy marzipan!  But if you want marzipan at a very reasonable price and are not too picky about the taste, this product will suffice.",although product arrived quickly well packaged best tasting marzipan ever fair however worst either main complaint little almond flavor piece course reason buy marzipan want marzipan reasonable price picky taste product suffice,NEGATIVE,0.982538939
"I have small dogs (8 and 10 lbs), so these are perfect! I use these in conjunction with the small biodegradable bin liners that I keep in a small garbage can in the back yard so all of this ""organic matter"" can decompose properly. I really HATE the idea of wrapping up dog poop in plastic that will decompose long after I do!",small dog 8 10 lb perfect use conjunction small biodegradable bin liner keep small garbage back yard organic matter decompose properly really hate idea wrapping dog poop plastic decompose long,NEGATIVE,0.998972654
"MY DOGS LOVE THEM, HOWEVER TENDENCY IS TO GIVE TOO MANY, AS THEY BEG FOR THEM.  THEY RECOMMEND 2 PER DAY AND I FIND THAT HARD TO STICK TO.",dog love however tendency give many beg recommend 2 per day find hard stick,NEGATIVE,0.987495363
This has little flavor but great crunch so you mix with other cereals to give a big nutritional/fiber boost. we have 2 gluten-free family members and this is a great way to get fiber.,little flavor great crunch mix cereal give big nutritional fiber boost 2 gluten free family member great way get fiber,POSITIVE,0.994419396
"I got this and wanted to try it out and the price was right!  Wow - the taste is sub-par and does taste like something you would find at a gas station dispenser!<br /><br />When I was reading the nutrition facts I noticed that it had 80 calories per serving (not a big deal), I then scanned down and saw that it has 23% of your daily saturated fat!!  Wow!  When I read through the ingredient list the first ones are: Partially hydrogenated vegetable oil, sugar, corn syrup solids, and then instant coffee and some others.  I'm not health nut both those things don't sound that healthy to me and I can see where the saturated fat is coming from!",got wanted try price right wow taste sub par taste like something would find gas station dispenser br br reading nutrition fact noticed 80 calorie per serving big deal scanned saw 23 daily saturated fat wow read ingredient list first one partially hydrogenated vegetable oil sugar corn syrup solid instant coffee others health nut thing sound healthy see saturated fat coming,NEGATIVE,0.915015638
"Since Republic of Tea discontinued their Bing Cherry Vanilla tea, I was looking for a replacement.  The flavor of this tea is very different from Republics - it's better.  The smell is very rich, like toasted vanilla and cherry.  It almost has a coffee smell, but not quite.  I don't like coffee, but this tea is incredible.  Glad I found it.  Best of all, the price!",since republic tea discontinued bing cherry vanilla tea looking replacement flavor tea different republic better smell rich like toasted vanilla cherry almost coffee smell quite like coffee tea incredible glad found best price,POSITIVE,0.997932911
"I originally bought a couple of these from babies-R-us for my 16month old daughter to have as a snack when we went to sea world. I figured it was healthy and something she can hold onto and feed herself, since ya know at this age they are getting oh so independent and want to do everything for themselves!! She loves them! We now buy them by the case from amazon because buying them individually from babies-r-us is just a little expensive, and here you get a pack of 12 for $17! Being a first time mom I have tried and failed with a lot of things for her snacks so now I actually taste everything that I give her and hey even I would eat these as a snack!!",originally bought couple baby r u 16month old daughter snack went sea world figured healthy something hold onto feed since ya know age getting oh independent want everything love buy case amazon buying individually baby r u little expensive get pack 12 17 first time mom tried failed lot thing snack actually taste everything give hey even would eat snack,NEGATIVE,0.941015542
"This candy was shipped from Diabetic Friendly and was advertised as sugar free. I bought this for my diabetic uncle as a present, and it ended up having tons of sugar. Ridiculous.",candy shipped diabetic friendly advertised sugar free bought diabetic uncle present ended ton sugar ridiculous,NEGATIVE,0.999107063
"This drink is refreshing, but a little too sweet for me. I found that others in my household enjoyed it more than I did, so it might be more fair to give it a four star.",drink refreshing little sweet found others household enjoyed might fair give four star,POSITIVE,0.998895228
"oredered some, the ones i got were past date and stale, some packages were open. so not gonna buy food from here again",oredered one got past date stale package open gon na buy food,NEGATIVE,0.999629378
"I pondered buying this product for days because of mixed reviews, many concerning the size of the ginger. I feel for those people who got scraps, but in my 24-pack I received pretty uniform cubes of a VERY good size. This is, hands down, the best crystallized ginger I've ever had except for once... and that was home-made in Hong Kong.<br /><br />First, the chunks are just the right size to be tender and sweet without being too large to enjoy as a snack. The quality of the ginger is outstanding, with a deep, fresh flavor and just the right amount of sugar. The color is a light gold, and the texture lacks the fibrous strands of mature ginger that too much crystallized ginger is made from. So, they say baby ginger, and I can attest, it must be. Because of that, the flavor is strong without being an overpowering heat, but the heat is there. I'd place it on the mild end of the ginger spectrum, which works for me, but if you want fire this isn't for you. This is one of two crystallized gingers I'd recommend, and the other is the fiery one (Reed's), but this has the better overall flavor of ginger.<br /><br />This is definitely ginger for snacking; if you want to bake with this you could, but you'd definitely need to get busy with the knife-work. If you're looking for dried ginger, this isn't that either... this is fresh, tender, and sweet-heat ginger. For tea... I could see mashing a cube or two and making something pretty terrific, but I'd probably end up eating it straight. I'm gong to buy some of the baking cut (small nuggets) for ginger snaps now, because if they're using the same ginger it's going to be amazing.<br /><br />Bottom line: while it's possible that some people received a bad package with small pieces, in 24 packs I saw minimal variation in size, and nothing I'd describe as too large or small. This is fresh as hell, not too sugared, and the quality of the ginger is out of this world. If you like ginger, I'd find it hard to imagine not falling in love with this.",pondered buying product day mixed review many concerning size ginger feel people got scrap 24 pack received pretty uniform cube good size hand best crystallized ginger ever except home made hong kong br br first chunk right size tender sweet without large enjoy snack quality ginger outstanding deep fresh flavor right amount sugar color light gold texture lack fibrous strand mature ginger much crystallized ginger made say baby ginger attest must flavor strong without overpowering heat heat place mild end ginger spectrum work want fire one two crystallized ginger recommend fiery one reed better overall flavor ginger br br definitely ginger snacking want bake could definitely need get busy knife work looking dried ginger either fresh tender sweet heat ginger tea could see mashing cube two making something pretty terrific probably end eating straight gong buy baking cut small nugget ginger snap using ginger going amazing br br bottom line possible people received bad package small piece 24 pack saw minimal variation size nothing describe large small fresh hell sugared quality ginger world like ginger find hard imagine falling love,POSITIVE,0.736519992
"The flavor of these nuts is similar to cinnamon toast cereal, yet they are filling and healthy, containing little sugar and almost no salt. I would deduct a star for being priced too high both here and in the supermarket, but Blue Diamond deserves credit for their restraint in using quality ingredients and in not producing a sugar encrusted candy. Now if they would only go against the trend of charging a huge markup for minimal extra processing cost...<br /><br />The other reviewer seems to think these contain lactose. The ingredients:<br />ALMONDS, EVAPORATED CANE JUICE, BROWN SUGAR, CORN MALTODEXTRIN, CINNAMON, NATURAL FLAVORS AND SALT. PEANUT FREE. MAY CONTAIN OTHER TREE NUTS. Unless OTHER TREE NUTS comes from cows, I don't think this is true.",flavor nut similar cinnamon toast cereal yet filling healthy containing little sugar almost salt would deduct star priced high supermarket blue diamond deserves credit restraint using quality ingredient producing sugar encrusted candy would go trend charging huge markup minimal extra processing cost br br reviewer seems think contain lactose ingredient br almond evaporated cane juice brown sugar corn maltodextrin cinnamon natural flavor salt peanut free may contain tree nut unless tree nut come cow think true,NEGATIVE,0.995752573
"You know, it's been a while since I've had a nutritional shake or protein drink.  When I took a fitness course in college I tried a whole bunch of different kinds... which all tasted like chalk to me. I would hold my breath and try not to gag or throw up. So because of that awful experience, I vowed to never again drink nutritional shakes.  Then Amazon came along and offered a free sample to review. I still was reluctant but decided to face my fear. Plus, I really need to get back into shape again :) The fact that it was called a ""shake"" and not a ""protein drink"" made me more hopeful. So, when I finally took my first swig of it today I was pleasantly surprised. Yeah, it actually tastes good... not to be confused with ""bearable"". It actually tastes like a nice strawberry smoothy.<br /><br />Now, I don't know exactly how good it is for you... since it tastes so good. So I can't comment on it's actual ""nutritional value"".  Oh, by the way, I drank the strawberry flavored one. So I don't know how good the other flavors are yet. One last thing to keep in mind is that it does contain Milk protein.. so if you're lactose intolerant, you may want to drink something else.  It also means you have to refrigerate it after opening.  I hope this review was helpful... bottoms up! :)",know since nutritional shake protein drink took fitness course college tried whole bunch different kind tasted like chalk would hold breath try gag throw awful experience vowed never drink nutritional shake amazon came along offered free sample review still reluctant decided face fear plus really need get back shape fact called shake protein drink made hopeful finally took first swig today pleasantly surprised yeah actually taste good confused bearable actually taste like nice strawberry smoothy br br know exactly good since taste good comment actual nutritional value oh way drank strawberry flavored one know good flavor yet one last thing keep mind contain milk protein lactose intolerant may want drink something else also mean refrigerate opening hope review helpful bottom,NEGATIVE,0.668924272
"The crunch, the savorriness , the lovely no time this month expiration dte. I love these chips, theyre the only chips I eat without  feeling like i over ate. The package came on time and with all that i payed for.",crunch savorriness lovely time month expiration dte love chip theyre chip eat without feeling like ate package came time payed,POSITIVE,0.978618383
"This is Celestial Seasonings at their best-a plump bag of fresh tasty peppermint leaf, which brews up to a clean delicious cup of tea! Peppermint is one of the most enjoyable herbal teas with a naturally sweet, clean taste.<br /><br />Peppermint is an herb that has many uses in traditional herbal medicine. It is reputed to relax the muscles of the digestive system which helps relieve nausea. Peppermint combats flatulence, promotes bile flow and digestive juices, and has a mildly anesthetic effect which also eases indigestion. It is supposed to relieve anxiety and tension, soothe headaches and calm symptoms associated with the menstrual cycle.<br /><br />Celestial Seasonings gets extra points for their packaging: they utilize 100% natural recycled paperboard in their boxes and they don't package each tea bag individually. Instead they use a system of a waxed paper bag inside the box that stays shut when you fold it. It keeps the bags fresh and utilizes less packaging than individually wrapping each bag. The art they use on each box is beautiful as are the quotes and information they put on every surface.",celestial seasoning best plump bag fresh tasty peppermint leaf brew clean delicious cup tea peppermint one enjoyable herbal tea naturally sweet clean taste br br peppermint herb many us traditional herbal medicine reputed relax muscle digestive system help relieve nausea peppermint combat flatulence promotes bile flow digestive juice mildly anesthetic effect also eas indigestion supposed relieve anxiety tension soothe headache calm symptom associated menstrual cycle br br celestial seasoning get extra point packaging utilize 100 natural recycled paperboard box package tea bag individually instead use system waxed paper bag inside box stay shut fold keep bag fresh utilizes less packaging individually wrapping bag art use box beautiful quote information put every surface,POSITIVE,0.818602741
"I know organic has a different taste, but this is bad. Couldn't get even one cup down. I won't buy again.",know organic different taste bad get even one cup buy,NEGATIVE,0.999491096
"Just received my first shipment of 12 of these. Felt kind of guilty ordering so many and spending $12 just on gummies, but that was the only option and the packages are not very large so they probably won't even last long until they are all eaten.<br /><br />These are soft liquid filled gummi candies made of gummi, foam and a juicy liquid filling. They are actually made by Haribo in Germany and contain no artificial colors. The flavors are orange, raspberry and mango. The raspberry ones are THE BEST and unfortunately there seem to be less of those in every package than of the other flavors - highly recommended nevertheless!<br /><br />P.S.: My kids like them too.",received first shipment 12 felt kind guilty ordering many spending 12 gummies option package large probably even last long eaten br br soft liquid filled gummi candy made gummi foam juicy liquid filling actually made haribo germany contain artificial color flavor orange raspberry mango raspberry one best unfortunately seem less every package flavor highly recommended nevertheless br br p kid like,NEGATIVE,0.993162632
"1 1/2 years ago I quit smoking, which I assume was the right thing to do.  However, I soon became hooked on Sour Life Saver Gummies.  Now I have a new addiction to overcome.  These are awesome, why don't they make them Sugar Free",1 1 2 year ago quit smoking assume right thing however soon became hooked sour life saver gummies new addiction overcome awesome make sugar free,NEGATIVE,0.990612507
"Toby the Catboy loves these. The price is so much more reasonable than buying them in the supermarket.  He has learned to come when I call even if there is no treat to be had.  So, cats can be trained.  Go figure.",toby catboy love price much reasonable buying supermarket learned come call even treat cat trained go figure,NEGATIVE,0.617192328
"I have been chewing this gum for about six months, and in my opinion, it is the best sugar-free gum I have ever found.  The flavor does disipate a little, but the chewing keeps going, and going, and going...  Most gums nowadays, just don't have the chewability that gums used to have, but Mentos gum beats all others hand down - it has an excellent *rebound* and can last all morning, or even longer if you don't mind parking your gum during your lunch hour - LOL!!  My favorite flavors are the<br />Watermelon and the Red Berry.",chewing gum six month opinion best sugar free gum ever found flavor disipate little chewing keep going going going gum nowadays chewability gum used mentos gum beat others hand excellent rebound last morning even longer mind parking gum lunch hour lol favorite flavor br watermelon red berry,NEGATIVE,0.689167857
"This gum arrived fresh, well packed, and ready to chew.  Much better price than the local retailer and I won't run out for a long while.  Nom nom nom",gum arrived fresh well packed ready chew much better price local retailer run long nom nom nom,POSITIVE,0.991694748
"Have you always liked graham crackers but felt now that you are ""grown up"" they are something you don't want to be seen eatting?  Back to Nature Golden Honey Oat Grahams solves this problem.  They have the taste of our kids graham crackers but are more of a cracker than the crumbly graham crackers we knew as kids.<br /><br />With a bit of oats and honey added to the graham cracker taste, you have the perfect adult graham cracker.",always liked graham cracker felt grown something want seen eatting back nature golden honey oat graham solves problem taste kid graham cracker cracker crumbly graham cracker knew kid br br bit oat honey added graham cracker taste perfect adult graham cracker,POSITIVE,0.977449775
"I've been giving my daughter Gerber fruits, veggies, and meat as everyday-meals since she was 6 months old, thinking that she's got enough vitamins and prebiotics. However, she developed digestive problem and chronic constipation; she almost stopped gaining weight since she was 9 months old. I took her to GI and she told me that those packed fruits are all cooked! And there are additives to keep them fresh for long period of time! I started to puree fruits and veggies using Vitamix, and only use Gerber fruits&veggies when we are out and about. Now, after half a year of probiotics and wholesome food, she's slowly getting better and opens her mouth to food.",giving daughter gerber fruit veggie meat everyday meal since 6 month old thinking got enough vitamin prebiotics however developed digestive problem chronic constipation almost stopped gaining weight since 9 month old took gi told packed fruit cooked additive keep fresh long period time started puree fruit veggie using vitamix use gerber fruit veggie half year probiotic wholesome food slowly getting better open mouth food,NEGATIVE,0.989919305
"Wow.  So far, two two-star reviews.  One obviously had no idea what they were ordering; the other wants crispy cookies.  Hey, I'm sorry; but these reviews do nobody any good beyond reminding us to look  before ordering.<br /><br />These are chocolate-oatmeal cookies.  If you don't like that combination, don't order this type of cookie.  I find the combo quite nice, really.  The oatmeal sort of ""calms"" the rich chocolate flavor and gives the cookie sort of a coconut-type consistency.  Now let's also remember that tastes differ; so, I've given my opinion.<br /><br />Then, these are soft, chewy cookies -- as advertised.  They are not ""crispy"" cookies, or the blurb would say ""crispy,"" rather than ""chewy.""  I happen to like raw cookie dough; however, I don't see where these taste like raw cookie dough.  Both are soft, however, so is this the confusion?  And, yes, they stick together.  Soft cookies tend to do that.  They aren't individually wrapped, which would add to the cost.  Oh yeah, chocolate chip cookies tend to be somewhat sweet.<br /><br />So, if you want something hard and crisp, I suggest Nabiso's Ginger Snaps.  If you want a cookie that's soft, chewy and tastes like a combination of chocolate and oatmeal, give these a try.  I'm here to place my second order.",wow far two two star review one obviously idea ordering want crispy cooky hey sorry review nobody good beyond reminding u look ordering br br chocolate oatmeal cooky like combination order type cookie find combo quite nice really oatmeal sort calm rich chocolate flavor give cookie sort coconut type consistency let also remember taste differ given opinion br br soft chewy cooky advertised crispy cooky blurb would say crispy rather chewy happen like raw cookie dough however see taste like raw cookie dough soft however confusion yes stick together soft cooky tend individually wrapped would add cost oh yeah chocolate chip cooky tend somewhat sweet br br want something hard crisp suggest nabiso ginger snap want cookie soft chewy taste like combination chocolate oatmeal give try place second order,NEGATIVE,0.989946544
Anyone who has a child that refuses veggies should try this! It's a great combo of fruit and veggies- and so easy to feed to older babies- my daughter feeds herself and NO mess! It's great for on the go. Love them!,anyone child refuse veggie try great combo fruit veggie easy feed older baby daughter feed mess great go love,POSITIVE,0.93043083
"Even though the item says ""Pack of 6,"" I only received one. I called them up to see where the other 5 were, and they said that Amazon put it incorrectly. Seriously?? They are issuing a refund, but still. I wanted 6, which is what the item says, and instead and only getting the 1. Should we just not trust what's on Amazon now???",even though item say pack 6 received one called see 5 said amazon put incorrectly seriously issuing refund still wanted 6 item say instead getting 1 trust amazon,NEGATIVE,0.998625517
"I agree with some other comments about the Tiger in that it is not as strong as you might think, like a Midgnight Magic from Timothy's or Green Mountain. Having tried many of the dark & bold blends, however, I think it is one of the nicest all-around flavors. It's got a nice, deep, complex flavor without the bitterness you find in many of the espresso blends.<br /><br />Black Tiger is always one that I order because I can drink it regularly without the harshness. It's always in the shopping cart!",agree comment tiger strong might think like midgnight magic timothy green mountain tried many dark bold blend however think one nicest around flavor got nice deep complex flavor without bitterness find many espresso blend br br black tiger always one order drink regularly without harshness always shopping cart,POSITIVE,0.996506214
"The cocoa-coated truffles were delicious, but I had the impression they would be a bit softer than they were. Their centers were hard dark chocolate.  Not sure why I was expecting a product different from what I received, but they were delicious regardless.  And there were so many in the one-pound gift box!",cocoa coated truffle delicious impression would bit softer center hard dark chocolate sure expecting product different received delicious regardless many one pound gift box,POSITIVE,0.991327226
"I recently came across this very delicous soda at a supermarket. It is really refreshing, and is wonderful with a little shot of Hendricks cucumber infused gin.  However, this price is ridiculous, and you should be ashamed of yourself for selling it at this crazy high price. I can get it at my market for $1 a bottle!!",recently came across delicous soda supermarket really refreshing wonderful little shot hendricks cucumber infused gin however price ridiculous ashamed selling crazy high price get market 1 bottle,POSITIVE,0.745007396
"These are great.  Lots of (undoubtedly artificial) cherry flavor, and not doughy like <a href=""http://www.amazon.com/gp/product/B000F8J2HO"">Twizzlers Cherry Nibs</a>. Just perfect!",great lot undoubtedly artificial cherry flavor doughy like href cherry nib perfect,POSITIVE,0.86998558
"I have always been quite a picky eater, and at times have trouble upholding myself to a certain eating schedule, which results in me not eating enough. While trying to change this around, I started to think of possibilities that I could use in order to assure I sustain myself in a healthy way. This lead me to searching amazon for suitable snacks that are somewhat healthy, and provide enough calories to get you going for a little while. Erin's Baker's breakfast cookies is the result of this search. With a good 300 calories, these cookies provides you with a good balance of calories and the needed nutrients (especially coming from the whole grains) while at the same time being a pleasurable eating experience. I have not tasted anything other than the double chocolate chunk, however I can safely say these did not disappoint. I have been ordering them for a few months now, and have now signed up for the monthly subscription option.<br /><br />These are highly recommended as snacks, especially for the mornings where you couldn't help but stay in your nice warm bed a little bit longer, and do not have enough time to make a proper breakfast before having to head out for work or class.",always quite picky eater time trouble upholding certain eating schedule result eating enough trying change around started think possibility could use order assure sustain healthy way lead searching amazon suitable snack somewhat healthy provide enough calorie get going little erin baker breakfast cooky result search good 300 calorie cooky provides good balance calorie needed nutrient especially coming whole grain time pleasurable eating experience tasted anything double chocolate chunk however safely say disappoint ordering month signed monthly subscription option br br highly recommended snack especially morning help stay nice warm bed little bit longer enough time make proper breakfast head work class,NEGATIVE,0.969195187
"My hair is thin, and most shampoos leave my hair feeling dry and stringy. The Clear Scalp Ultra Shea shampoo really cleans without drying my hair out. After rinsing my hair, it no longer feels dry and stringy. I use it in combination with the Ultra Shea conditioner, and my hair feels really good. My wife uses both the shampoo and conditioner and also likes them. My one complaint is that it does not rinse off easily. I have to rinse a lot to get it out of my hair, and my hair is short. While I don't like to use the same shampoo very often, this is one that I will use a lot. My wife and I both love how it smells, too. Try it, I think you'll like it.",hair thin shampoo leave hair feeling dry stringy clear scalp ultra shea shampoo really clean without drying hair rinsing hair longer feel dry stringy use combination ultra shea conditioner hair feel really good wife us shampoo conditioner also like one complaint rinse easily rinse lot get hair hair short like use shampoo often one use lot wife love smell try think like,NEGATIVE,0.973572552
"i bought one of these bottles because i wanted to try it out first before i got alot of them. i tryed half a bottle since i didnt want to be all hiped up. the taste was horrible..it was like drinking gross medicine. i didnt feel it right away, but i did notice after my walk to my daughters doctor (about 30mins) when i was in the waiting room and i sat down i was pretty tired and could of fell asleep. it was no more than 2 hours of me takingit. im sure if i took the whole bottle i would of gotten more energy. i may buy a few more of these bottles in different flavors. it did help me with early morning appointments that i know i wouldnt of wanted to do( no one likes sitting in  and running back in forth to 3 different offices all day)<br />besides the taste i think its alright",bought one bottle wanted try first got alot tryed half bottle since didnt want hiped taste horrible like drinking gross medicine didnt feel right away notice walk daughter doctor 30mins waiting room sat pretty tired could fell asleep 2 hour takingit im sure took whole bottle would gotten energy may buy bottle different flavor help early morning appointment know wouldnt wanted one like sitting running back forth 3 different office day br besides taste think alright,NEGATIVE,0.993564188
"This is going to be a staple in my house from now on- good flavor, less jitters, makes a great 'anytime' coffee. Decaf can be so uninspiring.<br /><br />I wish they would make flavored half caf....are you listening, Green Mountain..",going staple house good flavor less jitter make great anytime coffee decaf uninspiring br br wish would make flavored half caf listening green mountain,NEGATIVE,0.982386112
"I had some of these Terra chips for the first time a few weeks ago and was honestly surprised by how good they were! I have since tried the Original, Mediterranean, and Sweets and Beets flavors. I liked them all, so I'm looking forward to trying even more of the flavors in the future. There are a variety of root vegetable chips in each bag (varies based on what flavor you buy). I like all the veggie chips I've had, though some are harder than others. Terra chips have a great texture--crunchy like regular potato chips rather than soft and chewy like most dried fruits/veggies. This makes them a great alternative to chips with more nutritional value. I really like them and enjoy having them for a snack now and then. I like the Mediterranean flavor best out of the ones I've tried so far, but they are all really good.",terra chip first time week ago honestly surprised good since tried original mediterranean sweet beet flavor liked looking forward trying even flavor future variety root vegetable chip bag varies based flavor buy like veggie chip though harder others terra chip great texture crunchy like regular potato chip rather soft chewy like dried fruit veggie make great alternative chip nutritional value really like enjoy snack like mediterranean flavor best one tried far really good,POSITIVE,0.998941362
"I first had these when a Chinese co-worker brought some in...  First taste: Think perfume-scented Jell-o.  Odd, fragrant, unsure.  Second taste:  A little better, but still unsure.  Third taste: Hooked!  They are an acquired taste, but I crave them all the time.  Two jellies are the perfect pick-me-up anytime during the day.  I can't really eat more at a time and fewer somehow falls short.  I finally found some in an Asian market in Florida for way cheaper than here... bummed at the price.  Still, you can't go wrong with these!  My wife hates 'em.",first chinese co worker brought first taste think perfume scented jell odd fragrant unsure second taste little better still unsure third taste hooked acquired taste crave time two jelly perfect pick anytime day really eat time fewer somehow fall short finally found asian market florida way cheaper bummed price still go wrong wife hate em,NEGATIVE,0.995191813
The Xylitol quality is great and made the perfect cookie.<br />It substitute regular sugar 1:1 and gives you the great benefits of not abusing sugar.<br />Use with confidence.,xylitol quality great made perfect cookie br substitute regular sugar 1 1 give great benefit abusing sugar br use confidence,POSITIVE,0.99282527
Just got it in today an the first thing i noticed is the box cover is 3-d.<br />Has Beetlejuice with a shrinkin head and when you turn it. It has barbra and her husdand on each side of beetejuice with the husband head in beetlejuice's head. It has the soundtrack and the cartoons. So all in all you getting a great movie. Song songs and the cartoon.<br />Worth every dollar,got today first thing noticed box cover 3 br beetlejuice shrinkin head turn barbra husdand side beetejuice husband head beetlejuice head soundtrack cartoon getting great movie song song cartoon br worth every dollar,POSITIVE,0.973493814
I tried Millstone Coffee about 5 years ago and I've been hooked every since. The best coffee that I've ever had.,tried millstone coffee 5 year ago hooked every since best coffee ever,POSITIVE,0.986630082
"My cats loved the treats and gobbled them up right away.  They really enjoyed the treat, I had to hide them or one of my cats would  bat them down to the floor, and try to get into them.",cat loved treat gobbled right away really enjoyed treat hide one cat would bat floor try get,POSITIVE,0.998171926
"I am so pleased with this purchase.  I had bought 2 ounces of Med. shredded coconut from Whole Foods and paid a much higher price.  This coconut is not as sweet as the one from whole foods but is just as delicious and so much less expensive.  I have made the recipe on the side of the package for chocolate macaroon cookies, simple and delicious.  i use Stevia powder instead of white sugar that is calls for and they are delicious if not better.  better for you for sure.  i also made chocolate macarooms with dried cherries, again delicious.  i also eat this shredded coconut by itself, great snack, low is carbs and good for you.  love love it!  and for this price you get 4 packs of it!  each 24oz.  if you do the math in what i paid for at whole foods for 2 ounces 3.99, you will figure how much you save.  store it in the frig. for longer life.  if you do not use that much, give it away as a gift.",pleased purchase bought 2 ounce med shredded coconut whole food paid much higher price coconut sweet one whole food delicious much less expensive made recipe side package chocolate macaroon cooky simple delicious use stevia powder instead white sugar call delicious better better sure also made chocolate macarooms dried cherry delicious also eat shredded coconut great snack low carbs good love love price get 4 pack 24oz math paid whole food 2 ounce 3 99 figure much save store frig longer life use much give away gift,NEGATIVE,0.974825144
"These are quite good. I wasn't too sure about them at first, but the more I ate them the more I liked them.",quite good sure first ate liked,POSITIVE,0.999777257
"I'm so happy to have found a high quality wet food for my miniature dachshund. Our family really believes that high quality food is important for a long and healthy life; we try to avoid all fillers and by-products. Our dog loves this formula, which we use one spoon of along with his dry food at each meal.<br /><br />For his size and diet I find that the small cans are more convenient since they last him so long.",happy found high quality wet food miniature dachshund family really belief high quality food important long healthy life try avoid filler product dog love formula use one spoon along dry food meal br br size diet find small can convenient since last long,NEGATIVE,0.88083905
Would buy these again. Great quality and freshness. Not too salty or oily and they are about as jumbo as you can get.,would buy great quality freshness salty oily jumbo get,POSITIVE,0.982993841
"Buy it now, please. These are just great, with perfect flavor and texture. I keep them in the refer where they are even more refreshing. Try them with different things: in salads, with crudite, with good dark chocolate, with your tea in the morning, as we do. A+++",buy please great perfect flavor texture keep refer even refreshing try different thing salad crudite good dark chocolate tea morning,POSITIVE,0.999731243
"I grew up in Southern Indiana and drank Big Red almost everday as a teen.  I have moved to New York and still enjoy the great taste.  All my friends says it tastes like bubble gum, but, I think it has the greatest taste ever.  Fred",grew southern indiana drank big red almost everday teen moved new york still enjoy great taste friend say taste like bubble gum think greatest taste ever fred,POSITIVE,0.998548806
"I ordered this box of potato chips a few months ago. I love the popchips, it tastes great.<br />One thing I have problem is it's little too salty for me. Anyone who has less tolerance of salt should be careful.",ordered box potato chip month ago love popchips taste great br one thing problem little salty anyone less tolerance salt careful,NEGATIVE,0.967625558
The product is what I needed. Works out fine receiving it one a month for the dogs. It is also great to order an extra shipment when needed.,product needed work fine receiving one month dog also great order extra shipment needed,NEGATIVE,0.947630405
I have heard this form of ginseng is best for guys but I love htis stuff too. I drink one bottle when I am feeling tired and it gives me sustained energy and no jitters plus when i take it regualry i have noticed it helps my stress levels.,heard form ginseng best guy love htis stuff drink one bottle feeling tired give sustained energy jitter plus take regualry noticed help stress level,NEGATIVE,0.872610927
"I have discovered that this product has things in it that can make my dog sick!!  I feed my dog to keep her healthy, was NOT prepared to kill her as I feed her.  She is on meds and a Healthy Pet food now.  I think the company that sells this product should MAKE SURE they are selling a ""Healthy Product"".<br /><br />Thank you Amazon for the opportunity to ""Inform"" other pet owners of this situation.",discovered product thing make dog sick feed dog keep healthy prepared kill feed med healthy pet food think company sell product make sure selling healthy product br br thank amazon opportunity inform pet owner situation,NEGATIVE,0.800026238
