Text,Cleaned_Text,Sentiment_Label,Sentiment_Score,Topic,Key_Phrases
"I was concerned that it wouldn't taste good unless it was mixed with yogurt the night before as so many reviewers had stated they do---I'm happy to report that I put it in a bowl, pour on some low-fat milk, and chow down-----it is delicious right away---yum yum go get you some. The only thing I would argue with is the serving size----who could eat a 1/4 cup for breakfast--not me--a cup at least--so it goes quickly. I also love that there is no ground up stuff in the bottom, from top of the bag to the last bite it's all perfect-----Thanks",concerned taste good unless mixed yogurt night many reviewer stated happy report put bowl pour low fat milk chow delicious right away yum yum go get thing would argue serving size could eat 1 4 cup breakfast cup least go quickly also love ground stuff bottom top bag last bite perfect thanks,POSITIVE,0.9955899715423584,-1,"['concerned taste', 'many reviewer', 'happy report', 'bowl pour', 'low fat milk chow', 'delicious', 'thing', 'serving size', '1 4 cup breakfast cup', 'ground stuff bottom top bag']"
"These have much more flavor and taste than regular tortilla chips.  Always a hit when friends come over and we put out the snacks. Top quality ingredients; brown rice, oat fiber, sunflower seeds etc. are what give this product the taste to start a conversation. Serve with fresh veggies and a good dip, always a crowd pleas-er!  I certainly would recommend this product to anyone who is trying to eat more healthy food with great flavor.",much flavor taste regular tortilla chip always hit friend come put snack top quality ingredient brown rice oat fiber sunflower seed etc give product taste start conversation serve fresh veggie good dip always crowd plea er certainly would recommend product anyone trying eat healthy food great flavor,POSITIVE,0.9942095279693604,-1,"['much flavor taste regular tortilla chip', 'friend', 'snack top quality ingredient brown rice oat fiber sunflower seed', 'product taste start conversation', 'fresh veggie good dip', 'plea', 'product anyone', 'healthy food great flavor']"
"I have replaced candy bars with the Kind Bars, and they are better.  My favorite are Nut Delight.  The ones with chocolate are my least favorite.",replaced candy bar kind bar better favorite nut delight one chocolate least favorite,NEGATIVE,0.9905071258544922,11,"['candy bar kind bar', 'one chocolate']"
"After ordering these for 3 years for my dog, they sent a different brand distributed by Radio Systems Corp, Made in China.  Granted, when I look at what's remaining of my last package of Premier Busy Buddy Gnawhide Refil Ring (as advertised), it also was made in China.  It just annoys me that they have changed their distributor/manufacturer.......and haven't changed what they advertise they are selling. I will return these and find another company to order from.  Perhaps Premier Busy Buddy Gnawhide rings no longer exist and I'll have to find another favorite treat for my beloved dog.  Buyer Beware",ordering 3 year dog sent different brand distributed radio system corp made china granted look remaining last package premier busy buddy gnawhide refil ring advertised also made china annoys changed distributor manufacturer changed advertise selling return find another company order perhaps premier busy buddy gnawhide ring longer exist find another favorite treat beloved dog buyer beware,NEGATIVE,0.9978749752044678,2,"['3 year dog', 'different brand distributed radio system corp', 'china', 'look', 'last package premier busy buddy gnawhide refil ring', 'china', 'changed distributor manufacturer', 'advertise selling return', 'another company order', 'busy buddy gnawhide ring', 'another favorite treat beloved dog buyer beware']"
Last time I ate ramen was when I was a 16 yrs old and even then I didn't care for them much (but in a pinch was a quick meal). I bought a whole bunch of noodles for my nephew who is in college and seeing the prices these were going for I HAD to try them myself.  I prepared it as instructed in the packaging. Only difference is I only used half of the seasonings packet. I always found seasoning packets too salty for my taste ( I also never drink the left over broth saves both calories and sodium) . I also shredded a left over jerk chicken breast from last night. I must say it was very good. The noodles went great with it. Next time I will add some frozen mixed veggies as well. All in all I am quite surprised and pleased with these. I know I can have them on hand for the occasional meal when I am not feeling well enough to cook a full meal.,last time ate ramen 16 yr old even care much pinch quick meal bought whole bunch noodle nephew college seeing price going try prepared instructed packaging difference used half seasoning packet always found seasoning packet salty taste also never drink left broth save calorie sodium also shredded left jerk chicken breast last night must say good noodle went great next time add frozen mixed veggie well quite surprised pleased know hand occasional meal feeling well enough cook full meal,POSITIVE,0.986703634262085,5,"['ramen', 'much pinch quick meal', 'whole bunch noodle nephew college seeing price going try', 'instructed packaging difference', 'half seasoning packet', 'packet salty taste', 'left broth save calorie sodium', 'left jerk chicken breast', 'good noodle', 'frozen mixed veggie', 'quite surprised pleased know hand occasional meal', 'full meal']"
"These lollipops really are good.  Tasty and good for you.  My kids liked the flavors and the cute flavor names.  As a mother, I feel good about giving them a treat that's good for them!!  I even passed them out for Halloween.",lollipop really good tasty good kid liked flavor cute flavor name mother feel good giving treat good even passed halloween,POSITIVE,0.9998100399971008,16,"['lollipop', 'really good tasty good kid', 'flavor cute flavor name mother', 'good giving treat good', 'halloween']"
"This is great tea for a great price.  Have made several pots don't end up with a lot of powder unlikde some of the brand names. In fact, for Englich Breakfast this is as good or better than just about anything else out there.",great tea great price made several pot end lot powder unlikde brand name fact englich breakfast good better anything else,NEGATIVE,0.9416282176971436,1,"['great tea great price', 'several pot end lot powder unlikde brand name fact', 'anything']"
"With hundreds (if not thousands) of coffee brands and/or types, it's tough to choose one, especially online without tasting.  I took a shot at Community Coffee's whole-bean French Roast.  I bought a Hamilton Beach coffee bean grinder, so I refuse to buy pre-ground coffee.  Psychologically, doing so would negate the value that the coffee-bean grinder would provide to me.<br /><br />With that aside, 2 of the 3 bags of coffee that came in the package were shrink-wrapped, meaning that you could see the shapes of the coffee beans through the package since it was vacuum sealed.  The other package was loose, like you'd see at your typical grocery store. I'm pretty sure it didn't effect the quality of the brew, but it's just something that I noticed.<br /><br />Moving on to the bottom line here: the coffee tastes good, but might be too strong for some.  I'm used to good 'ole McDonald's coffee, which to me, is decent.  I like Peet's and various Sumatra blends from Coffee Bean and Starbucks, but herein lies the issue with choosing coffee: how do you know how strong a particular coffee is going to be?  A solid solution would be to rate the coffee on a scale of 1-10, 1 being weak and 10 being super-strong.  In using this guideline, I'd rate this coffee a 10 in terms of strength.  It's great early in the morning when you need a quick jolt of caffeine, but not-so-good in the afternoon or evening.<br /><br />Anyhow, this was worth a shot...I plan on ordering more Community Coffee, just a weaker blend.",hundred thousand coffee brand type tough choose one especially online without tasting took shot community coffee whole bean french roast bought hamilton beach coffee bean grinder refuse buy pre ground coffee psychologically would negate value coffee bean grinder would provide br br aside 2 3 bag coffee came package shrink wrapped meaning could see shape coffee bean package since vacuum sealed package loose like see typical grocery store pretty sure effect quality brew something noticed br br moving bottom line coffee taste good might strong used good ole mcdonald coffee decent like peet various sumatra blend coffee bean starbucks herein lie issue choosing coffee know strong particular coffee going solid solution would rate coffee scale 1 10 1 weak 10 super strong using guideline rate coffee 10 term strength great early morning need quick jolt caffeine good afternoon evening br br anyhow worth shot plan ordering community coffee weaker blend,NEGATIVE,0.9920873045921326,0,"['shot community coffee whole bean french roast', 'hamilton beach coffee bean grinder', 'pre ground coffee', 'value coffee bean grinder', 'br br', '2 3 bag coffee', 'package shrink', 'meaning', 'shape coffee bean package', 'package', 'typical grocery store', 'effect quality', 'something', 'br br', 'bottom line coffee taste', 'good ole mcdonald coffee decent', 'peet', 'various sumatra blend coffee bean', 'coffee', 'strong particular coffee', 'solid solution', 'coffee scale', 'guideline rate coffee', '10 term strength', 'quick jolt caffeine', 'community coffee', 'weaker blend']"
I like the juice but fine I can no longer afford it as I have bought it for $1.99 in market but can no longer find it?  On line it is much more expensive?RuthPowell  were can I find it in a store  I live in North New Jersey 07078,like juice fine longer afford bought 1 99 market longer find line much expensive ruthpowell find store live north new jersey 07078,NEGATIVE,0.9542109966278076,-1,"['juice', '1 99 market', 'line', 'ruthpowell find store']"
"My dog had an increased interest in his food for a very short time after using this product, then he got tired of it like he does everything. So the search continues...",dog increased interest food short time using product got tired like everything search continues,NEGATIVE,0.9984367489814758,2,"['dog', 'interest food', 'product', 'everything search']"
"I just ate my first bar, and was thinking to reorder.  But I'm concerned that the Omega balance is unhealthy.  Omega-6 is 1200mg, in one bar, and Omega-3 is only a third of that... at 410mg.  (Omega-6 starts inflammation, and Omega-3 stops inflammation.)  Other than that, this bar is delicious, and is more than 91 percent organic, with all ingredients coming from California.  This bar is preferable over an afternoon bag of chips from the snack machine.",ate first bar thinking reorder concerned omega balance unhealthy omega 6 1200mg one bar omega 3 third 410mg omega 6 start inflammation omega 3 stop inflammation bar delicious 91 percent organic ingredient coming california bar preferable afternoon bag chip snack machine,NEGATIVE,0.9405768513679504,11,"['omega balance', 'unhealthy omega', '6 1200mg one bar omega', 'inflammation omega', 'inflammation bar', 'delicious 91 percent organic ingredient coming california bar preferable afternoon bag chip snack machine']"
"We fell in love with Popcornopolis when we first tried it at a Blockbuster store... however the price<br />was pretty steep for the small cone that you got... so I looked it up on Amazon and lo and behold here<br />it be!  This popcorn is unreal... if you like pecans and caramel popcorn you will LOVE this. I still<br />have a hard time figuring out how they make it so good but whatever they are doing they are doing it<br />right!  It is fresh and crunchy - PERFECT for a late night snack and a cuppa decaf coffee, feels like<br />you are eating something super sinful yet it isn't too bad for ya.<br />Can't beat the price either! I sent this to my mother in law as her mothers day gift and she was super<br />thrilled - she actually hinted to us that she wanted this because we had sent them a 5 pack sampler and<br />this one was her favorite.<br />She said she hid them where noone else can find them.<br />Hope this review helps.... I am also in hopes that the chocoloate zebra will be available on Amazon too...<br />That one is amazing as well  :0)<br />PS: The cheese one is softer and kind of stale even though the flavor IS something to write home about -<br />don't get it unless you don't mind it stale-ish. Also the husks can get annoying in the cheese kind.",fell love popcornopolis first tried blockbuster store however price br pretty steep small cone got looked amazon lo behold br popcorn unreal like pecan caramel popcorn love still br hard time figuring make good whatever br right fresh crunchy perfect late night snack cuppa decaf coffee feel like br eating something super sinful yet bad ya br beat price either sent mother law mother day gift super br thrilled actually hinted u wanted sent 5 pack sampler br one favorite br said hid noone else find br hope review help also hope chocoloate zebra available amazon br one amazing well 0 br p cheese one softer kind stale even though flavor something write home br get unless mind stale ish also husk get annoying cheese kind,NEGATIVE,0.9939069151878357,17,"['love popcornopolis', 'blockbuster store', 'however price br', 'amazon lo', 'br popcorn', 'pecan caramel popcorn love', 'good whatever br', 'snack cuppa decaf coffee', 'br', 'something', 'bad ya br beat price', 'either sent mother law mother day gift super br', 'u', '5 pack sampler', 'one favorite br', 'noone', 'br', 'chocoloate zebra available amazon', 'p cheese', 'flavor something', 'home', 'br', 'mind', 'annoying cheese kind']"
"I just got my PB2 in the mail today, and I was very curious as to how it would taste. I was pleasantly surprised! No, it does not taste as good as peanut butter, but considering it has 85% less fat, it is pretty darn good! I'm on Weight Watchers and I'm always trying to find substitutions to stick to my points. 2 tbsp of PB2 is equal to 1 Weight Watcher's Points Plus point. 2 tbsp of full fat peanut butter is 5 points. However, 2 tbsp of PB2 does not equal 2 tbsp of peanut paste, so you have to keep that in mind. It would probably take about 3 tbsp of PB2 to get 2 full tbsp of paste. Anyways, I added 2 tbsp of PB2 to a Jell-O pudding cup (the sugar free), and it was delicious! It tasted like a Reese's Cup. I was able to add some protein and flavor to my dessert, and the entire thing was 3 points. PB2 does have a bit of a gritty consistency like protein powder, but it didn't bother me. I'm not sure I would eat this off of the spoon, but I will definitely use it in PB&J sandwiches, shakes and other recipes for peanut butter flavor.  I read somewhere that mixing it with Greek yogurt is very good as a protein-packed fruit dip.",got pb2 mail today curious would taste pleasantly surprised taste good peanut butter considering 85 less fat pretty darn good weight watcher always trying find substitution stick point 2 tbsp pb2 equal 1 weight watcher point plus point 2 tbsp full fat peanut butter 5 point however 2 tbsp pb2 equal 2 tbsp peanut paste keep mind would probably take 3 tbsp pb2 get 2 full tbsp paste anyways added 2 tbsp pb2 jell pudding cup sugar free delicious tasted like reese cup able add protein flavor dessert entire thing 3 point pb2 bit gritty consistency like protein powder bother sure would eat spoon definitely use pb j sandwich shake recipe peanut butter flavor read somewhere mixing greek yogurt good protein packed fruit dip,NEGATIVE,0.9225987195968628,8,"['pb2 mail', 'pleasantly surprised taste', 'good peanut butter', '85 less fat pretty darn good weight watcher', 'substitution stick point', '2 tbsp full fat peanut butter', '2 tbsp peanut paste', 'mind', '3 tbsp', '2 full tbsp paste', 'pb2', 'jell pudding cup sugar free delicious', 'reese cup', 'protein flavor dessert entire thing', '3 point pb2 bit gritty consistency', 'protein powder bother', 'pb j sandwich shake recipe peanut butter flavor', 'greek yogurt good protein packed fruit dip']"
"My cat gets one Whiskas Temptation treat whenever I do her nails. She's always been very compliant, but the treats have made her jello in my arms. Not so sure about the soft filling, because she swallows them whole. Ditto for tartar control. It doesn't do much for that . . . maybe would be different if my cat would chew them.",cat get one whiskas temptation treat whenever nail always compliant treat made jello arm sure soft filling swallow whole ditto tartar control much maybe would different cat would chew,NEGATIVE,0.967628538608551,6,"['cat', 'one whiskas temptation', 'always compliant treat', 'jello arm', 'different cat']"
"There are tons of environmentally and family friendly ways to use baking soda. We mainly use it for baking and cleaning purposes.<br /><br />This is not a bad deal, however, you should be aware that compared to purchasing it in the grocery store for about $1.40/lb, this actually costs more like $2/lb here on Amazon. However, if you compare a couple extra dollars (which I am sure pays for their ""free"" shipping to bring it right to your doorstep) to the cost of driving to the store and back, it's not that big a deal. Great product, good price. I'd recommend! :)",ton environmentally family friendly way use baking soda mainly use baking cleaning purpose br br bad deal however aware compared purchasing grocery store 1 40 lb actually cost like 2 lb amazon however compare couple extra dollar sure pay free shipping bring right doorstep cost driving store back big deal great product good price recommend,POSITIVE,0.8041735887527466,-1,"['ton environmentally family friendly way use baking soda', 'cleaning purpose br br bad deal', 'grocery store', '1 40 lb', '2 lb amazon', 'couple extra dollar', 'free shipping', 'right doorstep', 'cost driving store', 'big deal great product', 'good price recommend']"
"It is a raw, cold day in Michigan today, the perfect time to try the Gold Kili All Natural Instant Ginger & Lemon Beverage Beverage. My first concern was that the directions are in ml instead of oz...so there had to be a math lesson before I could make the drink. That accomplished the steamy drink smelled so delicious. I was sure it would taste as good as it smelled and never even thought about adding a sweetner. The first sip was awful....it didn't taste at all lemony like it smelled. I can't identify the taste but do know my mouth and throat felt an unpleasant,almost stinging sensation. So, I added some sugar. The second and third sip were slightly better, but the stinging sensation was still there and the aftertaste did not go away quickly. The rest of the drink went down the sink drain....it was definitely not my cup of ""tea"".",raw cold day michigan today perfect time try gold kili natural instant ginger lemon beverage beverage first concern direction ml instead oz math lesson could make drink accomplished steamy drink smelled delicious sure would taste good smelled never even thought adding sweetner first sip awful taste lemony like smelled identify taste know mouth throat felt unpleasant almost stinging sensation added sugar second third sip slightly better stinging sensation still aftertaste go away quickly rest drink went sink drain definitely cup tea,NEGATIVE,0.9900109171867371,1,"['raw cold day michigan', 'gold kili natural instant ginger lemon beverage beverage first concern direction', 'math lesson', 'drink', 'steamy drink', 'sweetner first sip awful taste lemony', 'taste know mouth throat', 'unpleasant almost stinging sensation added sugar', 'slightly better stinging sensation', 'quickly rest drink']"
This liquid vitamin is pretty tasty. I thought it made my water taste like watered down Crystal Light. My kids also liked that it made their water turn pink and gave it a faint sweet taste.  It's not overwhelming in sweetness or vitamin in taste. I could not detect the vitamins at all. The only downside is that it requires refrigeration after opening.,liquid vitamin pretty tasty thought made water taste like watered crystal light kid also liked made water turn pink gave faint sweet taste overwhelming sweetness vitamin taste could detect vitamin downside requires refrigeration opening,POSITIVE,0.9940261840820312,4,"['liquid vitamin pretty tasty thought', 'water taste', 'watered crystal light kid', 'water turn', 'faint sweet taste overwhelming sweetness vitamin taste', 'vitamin downside', 'refrigeration opening']"
"I admit that I am not a big dark chocolate fan. I first noticed that the chocolate does not have that sharp bitter taste that most dark chocolate has. Then again, it doesn't really have any taste. By the time I was done eating the chocolate bar, I kind of felt like I ate some wax. From there it did not agree with my system. It might be organic and dark chocolate, but give me a Hershey's bar any day.<br /><br />Shawn Kovacich<br />Author of the Achieving Kicking Excellence book and DVD series.",admit big dark chocolate fan first noticed chocolate sharp bitter taste dark chocolate really taste time done eating chocolate bar kind felt like ate wax agree system might organic dark chocolate give hershey bar day br br shawn kovacich br author achieving kicking excellence book dvd series,POSITIVE,0.7687057256698608,-1,"['big dark chocolate fan', 'first noticed chocolate sharp bitter taste dark chocolate', 'time', 'chocolate bar kind', 'ate wax agree system', 'dark chocolate', 'hershey bar day br br shawn kovacich br author', 'excellence book dvd series']"
"I was subscribing this for more a convenience reason besides I like Earl Gray flavor and didn't run out of the stuff.  If you drink Earl Gray regulary and want to have some available, this would be a good choice.",subscribing convenience reason besides like earl gray flavor run stuff drink earl gray regulary want available would good choice,NEGATIVE,0.9918781518936157,1,"['convenience reason', 'earl gray flavor', 'earl gray regulary', 'would good choice']"
"This is a very flavorful beef stock. It is USDA certified organic, which is nice. It can be a little more expensive than other beef broths in the same format. I have found that it is much lower in sodium than those others though, at least the ones carried at my local grocery stores.<br /><br />If you are concerned about MSG sensitivity, you should be aware of all of the possible names on labeling, and read labeling very carefully. The wikipedia page has a list of allowed USDA names for MSG. Since my family isn't MSG sensitive this isn't a concern for us.<br /><br />I recommend this broth, assuming you are not sensitive to MSG.",flavorful beef stock usda certified organic nice little expensive beef broth format found much lower sodium others though least one carried local grocery store br br concerned msg sensitivity aware possible name labeling read labeling carefully wikipedia page list allowed usda name msg since family msg sensitive concern u br br recommend broth assuming sensitive msg,NEGATIVE,0.9877673387527466,-1,"['flavorful beef stock usda', 'organic nice little expensive beef broth format', 'much lower sodium others', 'local grocery store br br', 'msg sensitivity aware possible name labeling', 'carefully wikipedia page list', 'usda name msg', 'family', 'sensitive concern', 'u', 'br br', 'broth', 'sensitive msg']"
"Between my children and myself we eat a box of little bites every couple days.  I love the flavor and texture of this cereal and it is pretty healthy too.  For my kids this cereal is a treat, (I don't allow junk cereal in the house).  At the local grocery store it is over $3.50 a box.  I enrolled in auto ship and it is closer to $2 a box.  Be prepared though, there is a little more breakage to the product than when I buy at the grocery store but for the price I don't mind, that is the reason for the four star rating.",child eat box little bite every couple day love flavor texture cereal pretty healthy kid cereal treat allow junk cereal house local grocery store 3 50 box enrolled auto ship closer 2 box prepared though little breakage product buy grocery store price mind reason four star rating,NEGATIVE,0.9739996194839478,9,"['box', 'pretty healthy kid cereal treat', 'junk cereal house local grocery store', 'little breakage product', 'grocery store price mind reason', 'four star rating']"
These are some of the best tasting protein bars I've ever had.  they're like eating a snack but they've also got a good amount of protein in there.  Power Crunch bars are my new favorite; I highly recommend you try them; I've had all of the flavors and not one of them was bad.  What's the best one to try?  If you like Peanutbutter then try that first - but I will say I usually don't like Vanilla flavored anything but even the Vanilla is very tasty and good.,best tasting protein bar ever like eating snack also got good amount protein power crunch bar new favorite highly recommend try flavor one bad best one try like peanutbutter try first say usually like vanilla flavored anything even vanilla tasty good,POSITIVE,0.9939170479774475,11,"['protein bar', 'snack', 'good amount protein power crunch', 'flavor', 'peanutbutter', 'vanilla', 'anything', 'even vanilla tasty']"
"I am an avid tea drinker who turned to the drink after realizing my body can't really tolerate coffee. I enjoy Rooibos on occasion and use it for chai when serving to people who are sensative to caffine.<br /><br />One important point about Rooibos is that it isn't technically tea it doesn't come from the Camellia Sinensis fmaily and therefore is considered an herbal.  It's a common mistake to label things which aren't true tea as teas, but a bigger mistake would be to label this ""espresso"".<br /><br />The only thing Red Espresso has in common with Espresso (aside from how you may chose to prepare it) is how it is ground.  When dealing with herbals and teas the more surface area that the water has contact with when you brew it, the more bitter the resulting beverage. With Red Espresso, rather than getting a sweet and clean tasting beverage, that you'd get from traditionally prepared rooibos, you get one which is much more bitter and sharp.<br /><br />I tried preparing this tea a number of different ways and found it took a lot to get the water to grounds ratio right. With only one exception I was never quite pleased with the resulting beverage.  The best luck I had with Red Espresso was to put it on the stovetop in water and then add chai spices to the mix, drain through a strainer and then adding milk and sweetner.<br /><br />I recognize people will turn to products like this for the health benefits, but I think they'll be disappointed with the experience of drinking this like coffee. For a much better coffee substitute I recommend Choffy which approximates the taste of coffee much closer.<br /><br />But if you're looking to give up your regular cup-o-joe for tea, this isn't the way to go. You'd be much better served picking up some Yunnan Gold or an Assam black tea, brewing it strong and adding milk and sweetener (if desired). If you're set on rooibos then look for the full unground needles to use to brew a much more pleasant cup.",avid tea drinker turned drink realizing body really tolerate coffee enjoy rooibos occasion use chai serving people sensative caffine br br one important point rooibos technically tea come camellia sinensis fmaily therefore considered herbal common mistake label thing true tea tea bigger mistake would label espresso br br thing red espresso common espresso aside may chose prepare ground dealing herbal tea surface area water contact brew bitter resulting beverage red espresso rather getting sweet clean tasting beverage get traditionally prepared rooibos get one much bitter sharp br br tried preparing tea number different way found took lot get water ground ratio right one exception never quite pleased resulting beverage best luck red espresso put stovetop water add chai spice mix drain strainer adding milk sweetner br br recognize people turn product like health benefit think disappointed experience drinking like coffee much better coffee substitute recommend choffy approximates taste coffee much closer br br looking give regular cup joe tea way go much better served picking yunnan gold assam black tea brewing strong adding milk sweetener desired set rooibos look full unground needle use brew much pleasant cup,NEGATIVE,0.9619415998458862,0,"['avid tea drinker', 'drink', 'body', 'really tolerate coffee enjoy rooibos occasion use chai', 'people', 'br br', 'one important point rooibos', 'technically tea come camellia sinensis', 'herbal common mistake label thing', 'true tea tea bigger mistake', 'espresso br br thing red espresso common espresso', 'ground', 'herbal tea surface area water contact', 'bitter resulting beverage red espresso', 'sweet clean tasting beverage', 'traditionally prepared rooibos', 'one much bitter sharp br br', 'tea number', 'lot', 'water ground ratio', 'never quite pleased resulting beverage best luck red espresso put stovetop water', 'chai spice mix', 'drain strainer', 'milk sweetner br br', 'people', 'product', 'health benefit', 'disappointed experience', 'coffee', 'much better coffee substitute', 'choffy approximates taste coffee', 'br br', 'regular cup', 'joe tea way', 'milk sweetener', 'set rooibos', 'full unground needle use', 'much pleasant cup']"
"I purchased one variety of this product at a local gourmet grocery store (this review is for the Italian Herb mix.)  I cook with fresh herbs regularly and thought that I would give this a shot.  Overall, I am glad that I did.<br /><br />First, if you are looking for a fresh taste nothing can beat herbs that were picked as recently as possible.  However, there are times when it is impractical to pick or purchase freshly picked herbs. Also, if you are just looking for a garnish this blend with work well and taste better than it's dried counterpart.<br /><br />It is true that the herbs were a little stuck together when I first opened the box.  I stuck a small, escargot fork through the opening and they loosened up just fine.  I had no other problem with clumping throughout the life of the product.<br /><br />The Italian blend had a nice, bright flavor. The chlorophyll was still present and strong.  Again, no substitute for fresh but better than using dried herbs when the recipe calls for fresh (it's great in sauces, by the way.)  However, if a recipe calls for dried herbs you will need a lot more of this mix since fresh herbs are not as concentrated as dry.<br /><br />I have not used this company's other products but I plan on buying them sometime in the future and I will update this review then.",purchased one variety product local gourmet grocery store review italian herb mix cook fresh herb regularly thought would give shot overall glad br br first looking fresh taste nothing beat herb picked recently possible however time impractical pick purchase freshly picked herb also looking garnish blend work well taste better dried counterpart br br true herb little stuck together first opened box stuck small escargot fork opening loosened fine problem clumping throughout life product br br italian blend nice bright flavor chlorophyll still present strong substitute fresh better using dried herb recipe call fresh great sauce way however recipe call dried herb need lot mix since fresh herb concentrated dry br br used company product plan buying sometime future update review,NEGATIVE,0.9879240989685059,-1,"['one variety product', 'local gourmet grocery store review italian herb mix', 'fresh herb', 'shot', 'br br', 'fresh taste nothing beat herb', 'impractical pick purchase freshly picked herb', 'garnish blend work', 'better dried counterpart br br true herb', 'small escargot fork', 'loosened fine problem clumping', 'life product', 'nice bright flavor chlorophyll', 'strong substitute', 'dried herb recipe', 'recipe call dried herb', 'fresh herb concentrated dry br br', 'company product plan', 'sometime future update review']"
"it's microwavable so basically it's ready-to-eat, and it's delicious. well, but dont take this one flavor for everyday. because that can make you feel sick. but sometimes when you are busy with your work, or even at school lunch, it's convinient. what i like about this product is it's packaging. the soup does not leak from it. plus, i think it's cheaper to buy online rather than offline.",microwavable basically ready eat delicious well dont take one flavor everyday make feel sick sometimes busy work even school lunch convinient like product packaging soup leak plus think cheaper buy online rather offline,NEGATIVE,0.991783618927002,-1,"['one flavor', 'even school lunch convinient', 'product packaging soup leak']"
Very happy with the shipping and product. Great product and price.I am now hooked on cooking with vanilla beans. Very easy to cut and scrape and use.,happy shipping product great product price hooked cooking vanilla bean easy cut scrape use,POSITIVE,0.9962583780288696,-1,"['happy shipping product great product price hooked cooking vanilla bean', 'scrape use']"
"I've never had Finn Crisp (any flavor) or other crispbreads before. Pretty happy with the taste of traditional crackers (I can eat a lot of them without toppings). Just starting to explore the crispbread space (after reading about it in a health magazine), hoping for a healthier snack, especially something lower in sodium. I tried Ryvita (can't remember what flavor, but it is the sodium free one), and it tastes like cardboard. I couldn't find Finn Crisp at any of my local stores. So I ended up ordering it from Amazon, for a pack of 9. I was brave enough to do that because of all the good reviews.<br /><br />As soon as the shipment arrived, I made everyone in my family try one. Thumbs down from everyone, including myself. Makes me wonder why the magazine people say this crispbread can go topless, and why pretty much everyone who wrote a review think this stuff tastes good. To me, it has a faint bitter taste; to some of my family, it is tasteless. I can eat it, but certainly not something I can say I like. So spending 40+ mg of sodium per slice on this is not worth it.<br /><br />Well, I think I will go back to the cardboard taste Ryvita. At least it is sodium free, and I can buy just 1 box from a local store, not a pack through mail order. Personally, I prefer the cardboard taste to this faintly bitter taste.",never finn crisp flavor crispbreads pretty happy taste traditional cracker eat lot without topping starting explore crispbread space reading health magazine hoping healthier snack especially something lower sodium tried ryvita remember flavor sodium free one taste like cardboard find finn crisp local store ended ordering amazon pack 9 brave enough good review br br soon shipment arrived made everyone family try one thumb everyone including make wonder magazine people say crispbread go topless pretty much everyone wrote review think stuff taste good faint bitter taste family tasteless eat certainly something say like spending 40 mg sodium per slice worth br br well think go back cardboard taste ryvita least sodium free buy 1 box local store pack mail order personally prefer cardboard taste faintly bitter taste,NEGATIVE,0.983433723449707,-1,"['crisp flavor', 'pretty happy taste traditional cracker eat lot', 'explore crispbread space', 'health magazine', 'healthier snack especially something', 'lower sodium', 'flavor sodium free one taste', 'cardboard', 'finn crisp local store', 'amazon pack', 'brave enough good review br br', 'shipment', 'everyone family', 'one thumb', 'everyone', 'wonder magazine people', 'crispbread', 'everyone', 'review', 'stuff', 'good faint bitter taste family tasteless', 'something', '40 mg sodium', 'slice', 'br br', 'back cardboard taste ryvita', 'sodium', '1 box local store pack mail order', 'cardboard taste', 'faintly bitter taste']"
Equal Exchange coffee is has dark to light roast and is bought directly fromt he local farmer.  They have been in business for more than ten years.,equal exchange coffee dark light roast bought directly fromt local farmer business ten year,NEGATIVE,0.9816994667053223,0,"['equal exchange coffee dark light roast', 'directly fromt local farmer business']"
"Used to eat the Spicy Thai flavor all the time.  MSG makes my body unhappy and this was one of the few flavored chips that was MSG free.  Now they have changed the whole recipe and how they make them.  Instead of being real food on the ingredients like it used to be its mostly processed chemical garbage, a bunch more salt and MSG stuffed in under the label ""yeast extract"".  They removed the NO MSG from the label so they know very well what they did.<br /><br />The worst part though is that they taste horrible.  Instead of crisp, oily and full of character...say as if they were cooked in like...a kettle or something they instead have the color and uniformity of baked lays.  The Spicy Thai flavor now tastes like sour cream and onion or ranch that has gone rancid.<br /><br />What a shame, no more kettle chips for me.  It seems they are slowly moving one flavor at a time to this new cheap ingredient list and manufacturing method.  Dont be fooled into paying a premium price for these chips as they are not a premium product anymore.",used eat spicy thai flavor time msg make body unhappy one flavored chip msg free changed whole recipe make instead real food ingredient like used mostly processed chemical garbage bunch salt msg stuffed label yeast extract removed msg label know well br br worst part though taste horrible instead crisp oily full character say cooked like kettle something instead color uniformity baked lay spicy thai flavor taste like sour cream onion ranch gone rancid br br shame kettle chip seems slowly moving one flavor time new cheap ingredient list manufacturing method dont fooled paying premium price chip premium product anymore,NEGATIVE,0.9976606369018555,-1,"['spicy thai flavor time', 'msg', 'body', 'whole recipe', 'instead real food ingredient', 'mostly processed chemical garbage bunch salt msg stuffed label yeast extract', 'msg label', 'well br', 'instead crisp oily full character', 'kettle', 'something', 'instead color uniformity', 'spicy thai flavor taste', 'sour cream onion ranch', 'rancid br br shame kettle chip', 'one flavor time new cheap ingredient list manufacturing method', 'premium price chip premium product']"
